battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
-0.906896306264449,-0.993932084149107,0.8356405741632701,-1.02762575501898,-0.7624946625030504,-1.0439655927422493,-1.3806435313202894,0.34073950535281977,1.3492488095807782,-1.10197128209058,-1.3057501043508444,-1.4089485628999447,-1.1467840342018796,0.3917034064711061,-0.7849832923777195,0.2831028012669145,1.4624933239839086,-1.7868609675630667,-1.0060181084889308,0.9860966422066364,1
-0.49803400872095677,1.016267636601896,-1.2589056858959802,0.9829463743659811,-0.9928903907106499,0.9578859753157553,1.1550242242836197,0.6875481622004737,-0.12005943732924378,-0.6647678374999909,-0.6459887934933469,0.5857779134312672,1.7044646757511204,0.4673170183062863,1.1142655626114704,-0.6353166675633032,-0.7342672077230512,0.5596406313378746,0.9940178924830986,-1.0140993866100703,2
-1.5441732951730205,1.016267636601896,-1.2589056858959802,0.9829463743659811,-0.532098934295451,0.9578859753157553,0.49354567934346943,1.3811654758957816,0.13424391309749079,0.2096390516811874,-0.6459887934933469,1.3926842168511246,1.0749682073199385,0.44149773621622473,-0.310171078630422,-0.8649215347708576,-0.36814045243855786,0.5596406313378746,0.9940178924830986,-1.0140993866100703,2
-1.425397655663179,1.016267636601896,1.205266384761961,-1.02762575501898,-0.9928903907106499,-1.0439655927422493,-1.2152738950852517,1.0343568190481278,-0.26133907645520743,0.6468424962717766,-0.15116781035022395,1.2867495904244954,1.2369709749309044,0.5945691943215896,0.8768594557378216,0.5127076684744689,-0.002013697154064573,0.5596406313378746,-1.0060181084889308,-1.0140993866100703,2
1.3292835221996786,0.0,-0.3964454611657008,-1.02762575501898,2.0022540759881435,0.9578859753157553,0.658915315578507,0.34073950535281977,0.021220201796719875,-1.10197128209058,0.6735338282216478,1.2687181646497498,-0.09145171947901598,-0.6576659870463955,-1.0223893992513682,-0.8649215347708576,0.7302398134149221,0.5596406313378746,0.9940178924830986,-1.0140993866100703,1
1.4160811049184088,-0.993932084149107,-1.2589056858959802,0.9829463743659811,-0.3017032060878515,-1.0439655927422493,-0.5537953501451016,0.6875481622004737,0.6711065417761527,-1.539174726681169,-0.4810484657789726,0.8089168073937417,0.9314800417216544,-0.9748743098671516,1.1142655626114704,-1.094526401978412,-0.18507707479631122,0.5596406313378746,-1.0060181084889308,-1.0140993866100703,1
1.3292835221996786,-0.993932084149107,0.2195975564987845,-1.02762575501898,-0.07130747788025202,0.9578859753157553,-1.2152738950852517,1.0343568190481278,-0.03529165385366558,1.5212493854529547,0.013772517364150388,-0.5952804748145578,-0.54043081828655,1.010444059415081,0.16464113511687545,0.5127076684744689,1.279429946341662,0.5596406313378746,-1.0060181084889308,0.9860966422066364,3
1.633075061715234,-0.993932084149107,-1.2589056858959802,0.9829463743659811,-0.9928903907106499,-1.0439655927422493,-0.44354892598840995,1.0343568190481278,1.3209928817555854,-0.22756439290940172,-1.635630759779593,-0.3000158777531015,-0.2372542103288853,-1.3132913286904584,0.8768594557378216,-0.6353166675633032,-1.1003939630075446,0.5596406313378746,0.9940178924830986,0.9860966422066364,0
0.47044428266697996,1.016267636601896,-1.2589056858959802,-1.02762575501898,-0.9928903907106499,-1.0439655927422493,1.1550242242836197,0.6875481622004737,0.95366582002808,1.0840459408623657,0.6735338282216478,-0.5840108337053419,-0.9616380140750614,-0.9453665589070812,1.1142655626114704,-1.094526401978412,1.6455567016261552,0.5596406313378746,-1.0060181084889308,-1.0140993866100703,0
-1.6675172285101634,1.016267636601896,-1.135697082363083,0.9829463743659811,-0.532098934295451,0.9578859753157553,-1.2703971071635978,-1.3933037788854497,-1.3350643338125312,0.2096390516811874,0.838474155936022,1.1086892608988843,-0.06367981645999325,-1.4857272483633694,1.5890777763587678,0.9719174028895778,0.18104968048818207,0.5596406313378746,-1.0060181084889308,-1.0140993866100703,0
